                        * ELE339 BJT Modeling IC vs. IB
             DC transfer characteristic  Thu Jun 29 22:12:24  2023
--------------------------------------------------------------------------------
Index     sweep         v(1)          v(3)          v(99)         vc#branch   
26        2.60000e-01   6.04162e-01   2.60000e-01   2.60000e-01   9.33514e-05 
27        2.70000e-01   6.04216e-01   2.70000e-01   2.70000e-01   9.35631e-05 
28        2.80000e-01   6.04253e-01   2.80000e-01   2.80000e-01   9.37116e-05 
29        2.90000e-01   6.04279e-01   2.90000e-01   2.90000e-01   9.38168e-05 
30        3.00000e-01   6.04296e-01   3.00000e-01   3.00000e-01   9.38925e-05 
31        3.10000e-01   6.04307e-01   3.10000e-01   3.10000e-01   9.39481e-05 
32        3.20000e-01   6.04315e-01   3.20000e-01   3.20000e-01   9.39899e-05 
33        3.30000e-01   6.04321e-01   3.30000e-01   3.30000e-01   9.40225e-05 
34        3.40000e-01   6.04324e-01   3.40000e-01   3.40000e-01   9.40487e-05 
35        3.50000e-01   6.04327e-01   3.50000e-01   3.50000e-01   9.40706e-05 
36        3.60000e-01   6.04328e-01   3.60000e-01   3.60000e-01   9.40895e-05 
37        3.70000e-01   6.04330e-01   3.70000e-01   3.70000e-01   9.41065e-05 
38        3.80000e-01   6.04330e-01   3.80000e-01   3.80000e-01   9.41221e-05 
39        3.90000e-01   6.04331e-01   3.90000e-01   3.90000e-01   9.41368e-05 
40        4.00000e-01   6.04331e-01   4.00000e-01   4.00000e-01   9.41509e-05 
41        4.10000e-01   6.04331e-01   4.10000e-01   4.10000e-01   9.41646e-05 
42        4.20000e-01   6.04332e-01   4.20000e-01   4.20000e-01   9.41779e-05 
43        4.30000e-01   6.04332e-01   4.30000e-01   4.30000e-01   9.41911e-05 
44        4.40000e-01   6.04332e-01   4.40000e-01   4.40000e-01   9.42041e-05 
45        4.50000e-01   6.04332e-01   4.50000e-01   4.50000e-01   9.42171e-05 
46        4.60000e-01   6.04332e-01   4.60000e-01   4.60000e-01   9.42300e-05 
47        4.70000e-01   6.04332e-01   4.70000e-01   4.70000e-01   9.42428e-05 
48        4.80000e-01   6.04332e-01   4.80000e-01   4.80000e-01   9.42556e-05 
49        4.90000e-01   6.04332e-01   4.90000e-01   4.90000e-01   9.42684e-05 
50        5.00000e-01   6.04332e-01   5.00000e-01   5.00000e-01   9.42812e-05 
51        5.10000e-01   6.04332e-01   5.10000e-01   5.10000e-01   9.42940e-05 
52        5.20000e-01   6.04332e-01   5.20000e-01   5.20000e-01   9.43068e-05 

Index     sweep         v(1)          v(3)          v(99)         vc#branch   
--------------------------------------------------------------------------------
53        5.30000e-01   6.04332e-01   5.30000e-01   5.30000e-01   9.43195e-05 
54        5.40000e-01   6.04332e-01   5.40000e-01   5.40000e-01   9.43323e-05 
55        5.50000e-01   6.04332e-01   5.50000e-01   5.50000e-01   9.43450e-05 
56        5.60000e-01   6.04332e-01   5.60000e-01   5.60000e-01   9.43578e-05 
57        5.70000e-01   6.04332e-01   5.70000e-01   5.70000e-01   9.43705e-05 
58        5.80000e-01   6.04332e-01   5.80000e-01   5.80000e-01   9.43833e-05 
59        5.90000e-01   6.04332e-01   5.90000e-01   5.90000e-01   9.43961e-05 
60        6.00000e-01   6.04332e-01   6.00000e-01   6.00000e-01   9.44088e-05 
61        6.10000e-01   6.04332e-01   6.10000e-01   6.10000e-01   9.44216e-05 
62        6.20000e-01   6.04332e-01   6.20000e-01   6.20000e-01   9.44343e-05 
63        6.30000e-01   6.04332e-01   6.30000e-01   6.30000e-01   9.44471e-05 
64        6.40000e-01   6.04332e-01   6.40000e-01   6.40000e-01   9.44599e-05 
65        6.50000e-01   6.04332e-01   6.50000e-01   6.50000e-01   9.44726e-05 
66        6.60000e-01   6.04332e-01   6.60000e-01   6.60000e-01   9.44854e-05 
67        6.70000e-01   6.04332e-01   6.70000e-01   6.70000e-01   9.44981e-05 
68        6.80000e-01   6.04332e-01   6.80000e-01   6.80000e-01   9.45109e-05 
69        6.90000e-01   6.04332e-01   6.90000e-01   6.90000e-01   9.45236e-05 
70        7.00000e-01   6.04332e-01   7.00000e-01   7.00000e-01   9.45364e-05 
71        7.10000e-01   6.04332e-01   7.10000e-01   7.10000e-01   9.45491e-05 
72        7.20000e-01   6.04332e-01   7.20000e-01   7.20000e-01   9.45619e-05 
73        7.30000e-01   6.04332e-01   7.30000e-01   7.30000e-01   9.45746e-05 
74        7.40000e-01   6.04332e-01   7.40000e-01   7.40000e-01   9.45874e-05 
75        7.50000e-01   6.04332e-01   7.50000e-01   7.50000e-01   9.46002e-05 
76        7.60000e-01   6.04332e-01   7.60000e-01   7.60000e-01   9.46129e-05 
77        7.70000e-01   6.04332e-01   7.70000e-01   7.70000e-01   9.46257e-05 
78        7.80000e-01   6.04332e-01   7.80000e-01   7.80000e-01   9.46384e-05 
79        7.90000e-01   6.04332e-01   7.90000e-01   7.90000e-01   9.46512e-05 
80        8.00000e-01   6.04332e-01   8.00000e-01   8.00000e-01   9.46639e-05 
81        8.10000e-01   6.04332e-01   8.10000e-01   8.10000e-01   9.46767e-05 
82        8.20000e-01   6.04332e-01   8.20000e-01   8.20000e-01   9.46894e-05 
83        8.30000e-01   6.04332e-01   8.30000e-01   8.30000e-01   9.47022e-05 
84        8.40000e-01   6.04332e-01   8.40000e-01   8.40000e-01   9.47150e-05 
85        8.50000e-01   6.04332e-01   8.50000e-01   8.50000e-01   9.47277e-05 
86        8.60000e-01   6.04332e-01   8.60000e-01   8.60000e-01   9.47405e-05 
87        8.70000e-01   6.04332e-01   8.70000e-01   8.70000e-01   9.47532e-05 
88        8.80000e-01   6.04332e-01   8.80000e-01   8.80000e-01   9.47660e-05 
89        8.90000e-01   6.04332e-01   8.90000e-01   8.90000e-01   9.47787e-05 
90        9.00000e-01   6.04332e-01   9.00000e-01   9.00000e-01   9.47915e-05 
91        9.10000e-01   6.04332e-01   9.10000e-01   9.10000e-01   9.48042e-05 
92        9.20000e-01   6.04332e-01   9.20000e-01   9.20000e-01   9.48170e-05 
93        9.30000e-01   6.04332e-01   9.30000e-01   9.30000e-01   9.48297e-05 
94        9.40000e-01   6.04332e-01   9.40000e-01   9.40000e-01   9.48425e-05 
95        9.50000e-01   6.04332e-01   9.50000e-01   9.50000e-01   9.48553e-05 
96        9.60000e-01   6.04332e-01   9.60000e-01   9.60000e-01   9.48680e-05 
97        9.70000e-01   6.04332e-01   9.70000e-01   9.70000e-01   9.48808e-05 
98        9.80000e-01   6.04332e-01   9.80000e-01   9.80000e-01   9.48935e-05 
99        9.90000e-01   6.04332e-01   9.90000e-01   9.90000e-01   9.49063e-05 
100       1.00000e+00   6.04332e-01   1.00000e+00   1.00000e+00   9.49190e-05 
101       1.01000e+00   6.04332e-01   1.01000e+00   1.01000e+00   9.49318e-05 
102       1.02000e+00   6.04332e-01   1.02000e+00   1.02000e+00   9.49445e-05 
103       1.03000e+00   6.04332e-01   1.03000e+00   1.03000e+00   9.49573e-05 
104       1.04000e+00   6.04332e-01   1.04000e+00   1.04000e+00   9.49701e-05 
105       1.05000e+00   6.04332e-01   1.05000e+00   1.05000e+00   9.49828e-05 
106       1.06000e+00   6.04332e-01   1.06000e+00   1.06000e+00   9.49956e-05 
107       1.07000e+00   6.04332e-01   1.07000e+00   1.07000e+00   9.50083e-05 
108       1.08000e+00   6.04332e-01   1.08000e+00   1.08000e+00   9.50211e-05 

Index     sweep         v(1)          v(3)          v(99)         vc#branch   
--------------------------------------------------------------------------------
109       1.09000e+00   6.04332e-01   1.09000e+00   1.09000e+00   9.50338e-05 
110       1.10000e+00   6.04332e-01   1.10000e+00   1.10000e+00   9.50466e-05 
111       1.11000e+00   6.04332e-01   1.11000e+00   1.11000e+00   9.50593e-05 
112       1.12000e+00   6.04332e-01   1.12000e+00   1.12000e+00   9.50721e-05 
113       1.13000e+00   6.04332e-01   1.13000e+00   1.13000e+00   9.50849e-05 
114       1.14000e+00   6.04332e-01   1.14000e+00   1.14000e+00   9.50976e-05 
115       1.15000e+00   6.04332e-01   1.15000e+00   1.15000e+00   9.51104e-05 
116       1.16000e+00   6.04332e-01   1.16000e+00   1.16000e+00   9.51231e-05 
117       1.17000e+00   6.04332e-01   1.17000e+00   1.17000e+00   9.51359e-05 
118       1.18000e+00   6.04332e-01   1.18000e+00   1.18000e+00   9.51486e-05 
119       1.19000e+00   6.04332e-01   1.19000e+00   1.19000e+00   9.51614e-05 
120       1.20000e+00   6.04332e-01   1.20000e+00   1.20000e+00   9.51741e-05 
121       1.21000e+00   6.04332e-01   1.21000e+00   1.21000e+00   9.51869e-05 
122       1.22000e+00   6.04332e-01   1.22000e+00   1.22000e+00   9.51996e-05 
123       1.23000e+00   6.04332e-01   1.23000e+00   1.23000e+00   9.52124e-05 
124       1.24000e+00   6.04332e-01   1.24000e+00   1.24000e+00   9.52252e-05 
125       1.25000e+00   6.04332e-01   1.25000e+00   1.25000e+00   9.52379e-05 
126       1.26000e+00   6.04332e-01   1.26000e+00   1.26000e+00   9.52507e-05 
127       1.27000e+00   6.04332e-01   1.27000e+00   1.27000e+00   9.52634e-05 
128       1.28000e+00   6.04332e-01   1.28000e+00   1.28000e+00   9.52762e-05 
129       1.29000e+00   6.04332e-01   1.29000e+00   1.29000e+00   9.52889e-05 
130       1.30000e+00   6.04332e-01   1.30000e+00   1.30000e+00   9.53017e-05 
131       1.31000e+00   6.04332e-01   1.31000e+00   1.31000e+00   9.53144e-05 
132       1.32000e+00   6.04332e-01   1.32000e+00   1.32000e+00   9.53272e-05 
133       1.33000e+00   6.04332e-01   1.33000e+00   1.33000e+00   9.53400e-05 
134       1.34000e+00   6.04332e-01   1.34000e+00   1.34000e+00   9.53527e-05 
135       1.35000e+00   6.04332e-01   1.35000e+00   1.35000e+00   9.53655e-05 
136       1.36000e+00   6.04332e-01   1.36000e+00   1.36000e+00   9.53782e-05 
137       1.37000e+00   6.04332e-01   1.37000e+00   1.37000e+00   9.53910e-05 
138       1.38000e+00   6.04332e-01   1.38000e+00   1.38000e+00   9.54037e-05 
139       1.39000e+00   6.04332e-01   1.39000e+00   1.39000e+00   9.54165e-05 
140       1.40000e+00   6.04332e-01   1.40000e+00   1.40000e+00   9.54292e-05 
141       1.41000e+00   6.04332e-01   1.41000e+00   1.41000e+00   9.54420e-05 
142       1.42000e+00   6.04332e-01   1.42000e+00   1.42000e+00   9.54547e-05 
143       1.43000e+00   6.04332e-01   1.43000e+00   1.43000e+00   9.54675e-05 
144       1.44000e+00   6.04332e-01   1.44000e+00   1.44000e+00   9.54803e-05 
145       1.45000e+00   6.04332e-01   1.45000e+00   1.45000e+00   9.54930e-05 
146       1.46000e+00   6.04332e-01   1.46000e+00   1.46000e+00   9.55058e-05 
147       1.47000e+00   6.04332e-01   1.47000e+00   1.47000e+00   9.55185e-05 
148       1.48000e+00   6.04332e-01   1.48000e+00   1.48000e+00   9.55313e-05 
149       1.49000e+00   6.04332e-01   1.49000e+00   1.49000e+00   9.55440e-05 
150       1.50000e+00   6.04332e-01   1.50000e+00   1.50000e+00   9.55568e-05 
151       1.51000e+00   6.04332e-01   1.51000e+00   1.51000e+00   9.55695e-05 
152       1.52000e+00   6.04332e-01   1.52000e+00   1.52000e+00   9.55823e-05 
153       1.53000e+00   6.04332e-01   1.53000e+00   1.53000e+00   9.55951e-05 
154       1.54000e+00   6.04332e-01   1.54000e+00   1.54000e+00   9.56078e-05 
155       1.55000e+00   6.04332e-01   1.55000e+00   1.55000e+00   9.56206e-05 
156       1.56000e+00   6.04332e-01   1.56000e+00   1.56000e+00   9.56333e-05 
157       1.57000e+00   6.04332e-01   1.57000e+00   1.57000e+00   9.56461e-05 
158       1.58000e+00   6.04332e-01   1.58000e+00   1.58000e+00   9.56588e-05 
159       1.59000e+00   6.04332e-01   1.59000e+00   1.59000e+00   9.56716e-05 
160       1.60000e+00   6.04332e-01   1.60000e+00   1.60000e+00   9.56843e-05 
161       1.61000e+00   6.04332e-01   1.61000e+00   1.61000e+00   9.56971e-05 
162       1.62000e+00   6.04332e-01   1.62000e+00   1.62000e+00   9.57099e-05 
163       1.63000e+00   6.04332e-01   1.63000e+00   1.63000e+00   9.57226e-05 
164       1.64000e+00   6.04332e-01   1.64000e+00   1.64000e+00   9.57354e-05 

Index     sweep         v(1)          v(3)          v(99)         vc#branch   
--------------------------------------------------------------------------------
165       1.65000e+00   6.04332e-01   1.65000e+00   1.65000e+00   9.57481e-05 
166       1.66000e+00   6.04332e-01   1.66000e+00   1.66000e+00   9.57609e-05 
167       1.67000e+00   6.04332e-01   1.67000e+00   1.67000e+00   9.57736e-05 
168       1.68000e+00   6.04332e-01   1.68000e+00   1.68000e+00   9.57864e-05 
169       1.69000e+00   6.04332e-01   1.69000e+00   1.69000e+00   9.57991e-05 
170       1.70000e+00   6.04332e-01   1.70000e+00   1.70000e+00   9.58119e-05 
171       1.71000e+00   6.04332e-01   1.71000e+00   1.71000e+00   9.58246e-05 
172       1.72000e+00   6.04332e-01   1.72000e+00   1.72000e+00   9.58374e-05 
173       1.73000e+00   6.04332e-01   1.73000e+00   1.73000e+00   9.58502e-05 
174       1.74000e+00   6.04332e-01   1.74000e+00   1.74000e+00   9.58629e-05 
175       1.75000e+00   6.04332e-01   1.75000e+00   1.75000e+00   9.58757e-05 
176       1.76000e+00   6.04332e-01   1.76000e+00   1.76000e+00   9.58884e-05 
177       1.77000e+00   6.04332e-01   1.77000e+00   1.77000e+00   9.59012e-05 
178       1.78000e+00   6.04332e-01   1.78000e+00   1.78000e+00   9.59139e-05 
179       1.79000e+00   6.04332e-01   1.79000e+00   1.79000e+00   9.59267e-05 
180       1.80000e+00   6.04332e-01   1.80000e+00   1.80000e+00   9.59394e-05 
181       1.81000e+00   6.04332e-01   1.81000e+00   1.81000e+00   9.59522e-05 
182       1.82000e+00   6.04332e-01   1.82000e+00   1.82000e+00   9.59650e-05 
183       1.83000e+00   6.04332e-01   1.83000e+00   1.83000e+00   9.59777e-05 
184       1.84000e+00   6.04332e-01   1.84000e+00   1.84000e+00   9.59905e-05 
185       1.85000e+00   6.04332e-01   1.85000e+00   1.85000e+00   9.60032e-05 
186       1.86000e+00   6.04332e-01   1.86000e+00   1.86000e+00   9.60160e-05 
187       1.87000e+00   6.04332e-01   1.87000e+00   1.87000e+00   9.60287e-05 
188       1.88000e+00   6.04332e-01   1.88000e+00   1.88000e+00   9.60415e-05 
189       1.89000e+00   6.04332e-01   1.89000e+00   1.89000e+00   9.60542e-05 
190       1.90000e+00   6.04332e-01   1.90000e+00   1.90000e+00   9.60670e-05 
191       1.91000e+00   6.04332e-01   1.91000e+00   1.91000e+00   9.60797e-05 
192       1.92000e+00   6.04332e-01   1.92000e+00   1.92000e+00   9.60925e-05 
193       1.93000e+00   6.04332e-01   1.93000e+00   1.93000e+00   9.61053e-05 
194       1.94000e+00   6.04332e-01   1.94000e+00   1.94000e+00   9.61180e-05 
195       1.95000e+00   6.04332e-01   1.95000e+00   1.95000e+00   9.61308e-05 
196       1.96000e+00   6.04332e-01   1.96000e+00   1.96000e+00   9.61435e-05 
197       1.97000e+00   6.04332e-01   1.97000e+00   1.97000e+00   9.61563e-05 
198       1.98000e+00   6.04332e-01   1.98000e+00   1.98000e+00   9.61690e-05 
199       1.99000e+00   6.04332e-01   1.99000e+00   1.99000e+00   9.61818e-05 
200       2.00000e+00   6.04332e-01   2.00000e+00   2.00000e+00   9.61945e-05 
201       2.01000e+00   6.04332e-01   2.01000e+00   2.01000e+00   9.62073e-05 
202       2.02000e+00   6.04332e-01   2.02000e+00   2.02000e+00   9.62201e-05 
203       2.03000e+00   6.04332e-01   2.03000e+00   2.03000e+00   9.62328e-05 
204       2.04000e+00   6.04332e-01   2.04000e+00   2.04000e+00   9.62456e-05 
205       2.05000e+00   6.04332e-01   2.05000e+00   2.05000e+00   9.62583e-05 
206       2.06000e+00   6.04332e-01   2.06000e+00   2.06000e+00   9.62711e-05 
207       2.07000e+00   6.04332e-01   2.07000e+00   2.07000e+00   9.62838e-05 
208       2.08000e+00   6.04332e-01   2.08000e+00   2.08000e+00   9.62966e-05 
209       2.09000e+00   6.04332e-01   2.09000e+00   2.09000e+00   9.63093e-05 
210       2.10000e+00   6.04332e-01   2.10000e+00   2.10000e+00   9.63221e-05 
211       2.11000e+00   6.04332e-01   2.11000e+00   2.11000e+00   9.63349e-05 
212       2.12000e+00   6.04332e-01   2.12000e+00   2.12000e+00   9.63476e-05 
213       2.13000e+00   6.04332e-01   2.13000e+00   2.13000e+00   9.63604e-05 
214       2.14000e+00   6.04332e-01   2.14000e+00   2.14000e+00   9.63731e-05 
215       2.15000e+00   6.04332e-01   2.15000e+00   2.15000e+00   9.63859e-05 
216       2.16000e+00   6.04332e-01   2.16000e+00   2.16000e+00   9.63986e-05 
217       2.17000e+00   6.04332e-01   2.17000e+00   2.17000e+00   9.64114e-05 
218       2.18000e+00   6.04332e-01   2.18000e+00   2.18000e+00   9.64241e-05 
219       2.19000e+00   6.04332e-01   2.19000e+00   2.19000e+00   9.64369e-05 
220       2.20000e+00   6.04332e-01   2.20000e+00   2.20000e+00   9.64496e-05 

Index     sweep         v(1)          v(3)          v(99)         vc#branch   
--------------------------------------------------------------------------------
221       2.21000e+00   6.04332e-01   2.21000e+00   2.21000e+00   9.64624e-05 
222       2.22000e+00   6.04332e-01   2.22000e+00   2.22000e+00   9.64752e-05 
223       2.23000e+00   6.04332e-01   2.23000e+00   2.23000e+00   9.64879e-05 
224       2.24000e+00   6.04332e-01   2.24000e+00   2.24000e+00   9.65007e-05 
225       2.25000e+00   6.04332e-01   2.25000e+00   2.25000e+00   9.65134e-05 
226       2.26000e+00   6.04332e-01   2.26000e+00   2.26000e+00   9.65262e-05 
227       2.27000e+00   6.04332e-01   2.27000e+00   2.27000e+00   9.65389e-05 
228       2.28000e+00   6.04332e-01   2.28000e+00   2.28000e+00   9.65517e-05 
229       2.29000e+00   6.04332e-01   2.29000e+00   2.29000e+00   9.65644e-05 
230       2.30000e+00   6.04332e-01   2.30000e+00   2.30000e+00   9.65772e-05 
231       2.31000e+00   6.04332e-01   2.31000e+00   2.31000e+00   9.65900e-05 
232       2.32000e+00   6.04332e-01   2.32000e+00   2.32000e+00   9.66027e-05 
233       2.33000e+00   6.04332e-01   2.33000e+00   2.33000e+00   9.66155e-05 
234       2.34000e+00   6.04332e-01   2.34000e+00   2.34000e+00   9.66282e-05 
235       2.35000e+00   6.04332e-01   2.35000e+00   2.35000e+00   9.66410e-05 
236       2.36000e+00   6.04332e-01   2.36000e+00   2.36000e+00   9.66537e-05 
237       2.37000e+00   6.04332e-01   2.37000e+00   2.37000e+00   9.66665e-05 
238       2.38000e+00   6.04332e-01   2.38000e+00   2.38000e+00   9.66792e-05 
239       2.39000e+00   6.04332e-01   2.39000e+00   2.39000e+00   9.66920e-05 
240       2.40000e+00   6.04332e-01   2.40000e+00   2.40000e+00   9.67048e-05 
241       2.41000e+00   6.04332e-01   2.41000e+00   2.41000e+00   9.67175e-05 
242       2.42000e+00   6.04332e-01   2.42000e+00   2.42000e+00   9.67303e-05 
243       2.43000e+00   6.04332e-01   2.43000e+00   2.43000e+00   9.67430e-05 
244       2.44000e+00   6.04332e-01   2.44000e+00   2.44000e+00   9.67558e-05 
245       2.45000e+00   6.04332e-01   2.45000e+00   2.45000e+00   9.67685e-05 
246       2.46000e+00   6.04332e-01   2.46000e+00   2.46000e+00   9.67813e-05 
247       2.47000e+00   6.04332e-01   2.47000e+00   2.47000e+00   9.67940e-05 
248       2.48000e+00   6.04332e-01   2.48000e+00   2.48000e+00   9.68068e-05 
249       2.49000e+00   6.04332e-01   2.49000e+00   2.49000e+00   9.68195e-05 
250       2.50000e+00   6.04332e-01   2.50000e+00   2.50000e+00   9.68323e-05 
251       2.51000e+00   6.04332e-01   2.51000e+00   2.51000e+00   9.68451e-05 
252       2.52000e+00   6.04332e-01   2.52000e+00   2.52000e+00   9.68578e-05 
253       2.53000e+00   6.04332e-01   2.53000e+00   2.53000e+00   9.68706e-05 
254       2.54000e+00   6.04332e-01   2.54000e+00   2.54000e+00   9.68833e-05 
255       2.55000e+00   6.04332e-01   2.55000e+00   2.55000e+00   9.68961e-05 
256       2.56000e+00   6.04332e-01   2.56000e+00   2.56000e+00   9.69088e-05 
257       2.57000e+00   6.04332e-01   2.57000e+00   2.57000e+00   9.69216e-05 
258       2.58000e+00   6.04332e-01   2.58000e+00   2.58000e+00   9.69343e-05 
259       2.59000e+00   6.04332e-01   2.59000e+00   2.59000e+00   9.69471e-05 
260       2.60000e+00   6.04332e-01   2.60000e+00   2.60000e+00   9.69599e-05 
261       2.61000e+00   6.04332e-01   2.61000e+00   2.61000e+00   9.69726e-05 
262       2.62000e+00   6.04332e-01   2.62000e+00   2.62000e+00   9.69854e-05 
263       2.63000e+00   6.04332e-01   2.63000e+00   2.63000e+00   9.69981e-05 
264       2.64000e+00   6.04332e-01   2.64000e+00   2.64000e+00   9.70109e-05 
265       2.65000e+00   6.04332e-01   2.65000e+00   2.65000e+00   9.70236e-05 
266       2.66000e+00   6.04332e-01   2.66000e+00   2.66000e+00   9.70364e-05 
267       2.67000e+00   6.04332e-01   2.67000e+00   2.67000e+00   9.70491e-05 
268       2.68000e+00   6.04332e-01   2.68000e+00   2.68000e+00   9.70619e-05 
269       2.69000e+00   6.04332e-01   2.69000e+00   2.69000e+00   9.70746e-05 
270       2.70000e+00   6.04332e-01   2.70000e+00   2.70000e+00   9.70874e-05 
271       2.71000e+00   6.04332e-01   2.71000e+00   2.71000e+00   9.71002e-05 
272       2.72000e+00   6.04332e-01   2.72000e+00   2.72000e+00   9.71129e-05 
273       2.73000e+00   6.04332e-01   2.73000e+00   2.73000e+00   9.71257e-05 
274       2.74000e+00   6.04332e-01   2.74000e+00   2.74000e+00   9.71384e-05 
275       2.75000e+00   6.04332e-01   2.75000e+00   2.75000e+00   9.71512e-05 
276       2.76000e+00   6.04332e-01   2.76000e+00   2.76000e+00   9.71639e-05 

Index     sweep         v(1)          v(3)          v(99)         vc#branch   
--------------------------------------------------------------------------------
277       2.77000e+00   6.04332e-01   2.77000e+00   2.77000e+00   9.71767e-05 
278       2.78000e+00   6.04332e-01   2.78000e+00   2.78000e+00   9.71894e-05 
279       2.79000e+00   6.04332e-01   2.79000e+00   2.79000e+00   9.72022e-05 
280       2.80000e+00   6.04332e-01   2.80000e+00   2.80000e+00   9.72150e-05 
281       2.81000e+00   6.04332e-01   2.81000e+00   2.81000e+00   9.72277e-05 
282       2.82000e+00   6.04332e-01   2.82000e+00   2.82000e+00   9.72405e-05 
283       2.83000e+00   6.04332e-01   2.83000e+00   2.83000e+00   9.72532e-05 
284       2.84000e+00   6.04332e-01   2.84000e+00   2.84000e+00   9.72660e-05 
285       2.85000e+00   6.04332e-01   2.85000e+00   2.85000e+00   9.72787e-05 
286       2.86000e+00   6.04332e-01   2.86000e+00   2.86000e+00   9.72915e-05 
287       2.87000e+00   6.04332e-01   2.87000e+00   2.87000e+00   9.73042e-05 
288       2.88000e+00   6.04332e-01   2.88000e+00   2.88000e+00   9.73170e-05 
289       2.89000e+00   6.04332e-01   2.89000e+00   2.89000e+00   9.73298e-05 
290       2.90000e+00   6.04332e-01   2.90000e+00   2.90000e+00   9.73425e-05 
291       2.91000e+00   6.04332e-01   2.91000e+00   2.91000e+00   9.73553e-05 
292       2.92000e+00   6.04332e-01   2.92000e+00   2.92000e+00   9.73680e-05 
293       2.93000e+00   6.04332e-01   2.93000e+00   2.93000e+00   9.73808e-05 
294       2.94000e+00   6.04332e-01   2.94000e+00   2.94000e+00   9.73935e-05 
295       2.95000e+00   6.04332e-01   2.95000e+00   2.95000e+00   9.74063e-05 
296       2.96000e+00   6.04332e-01   2.96000e+00   2.96000e+00   9.74190e-05 
297       2.97000e+00   6.04332e-01   2.97000e+00   2.97000e+00   9.74318e-05 
298       2.98000e+00   6.04332e-01   2.98000e+00   2.98000e+00   9.74445e-05 
299       2.99000e+00   6.04332e-01   2.99000e+00   2.99000e+00   9.74573e-05 
300       3.00000e+00   6.04332e-01   3.00000e+00   3.00000e+00   9.74701e-05 
301       3.01000e+00   6.04332e-01   3.01000e+00   3.01000e+00   9.74828e-05 
302       3.02000e+00   6.04332e-01   3.02000e+00   3.02000e+00   9.74956e-05 
303       3.03000e+00   6.04332e-01   3.03000e+00   3.03000e+00   9.75083e-05 
304       3.04000e+00   6.04332e-01   3.04000e+00   3.04000e+00   9.75211e-05 
305       3.05000e+00   6.04332e-01   3.05000e+00   3.05000e+00   9.75338e-05 
306       3.06000e+00   6.04332e-01   3.06000e+00   3.06000e+00   9.75466e-05 
307       3.07000e+00   6.04332e-01   3.07000e+00   3.07000e+00   9.75593e-05 
308       3.08000e+00   6.04332e-01   3.08000e+00   3.08000e+00   9.75721e-05 
309       3.09000e+00   6.04332e-01   3.09000e+00   3.09000e+00   9.75849e-05 
310       3.10000e+00   6.04332e-01   3.10000e+00   3.10000e+00   9.75976e-05 
311       3.11000e+00   6.04332e-01   3.11000e+00   3.11000e+00   9.76104e-05 
312       3.12000e+00   6.04332e-01   3.12000e+00   3.12000e+00   9.76231e-05 
313       3.13000e+00   6.04332e-01   3.13000e+00   3.13000e+00   9.76359e-05 
314       3.14000e+00   6.04332e-01   3.14000e+00   3.14000e+00   9.76486e-05 
