                        * ELE339 BJT Modeling IC vs. IB
             DC transfer characteristic  Thu Jun 29 22:13:46  2023
--------------------------------------------------------------------------------
Index     sweep         v(1)          v(3)          v(99)         vc#branch   
288       2.88000e+00   6.74321e-01   2.88000e+00   2.88000e+00   1.42297e-03 
289       2.89000e+00   6.74321e-01   2.89000e+00   2.89000e+00   1.42315e-03 
290       2.90000e+00   6.74321e-01   2.90000e+00   2.90000e+00   1.42334e-03 
291       2.91000e+00   6.74321e-01   2.91000e+00   2.91000e+00   1.42353e-03 
292       2.92000e+00   6.74321e-01   2.92000e+00   2.92000e+00   1.42371e-03 
293       2.93000e+00   6.74321e-01   2.93000e+00   2.93000e+00   1.42390e-03 
294       2.94000e+00   6.74321e-01   2.94000e+00   2.94000e+00   1.42409e-03 
295       2.95000e+00   6.74321e-01   2.95000e+00   2.95000e+00   1.42427e-03 
296       2.96000e+00   6.74321e-01   2.96000e+00   2.96000e+00   1.42446e-03 
297       2.97000e+00   6.74321e-01   2.97000e+00   2.97000e+00   1.42465e-03 
298       2.98000e+00   6.74321e-01   2.98000e+00   2.98000e+00   1.42483e-03 
299       2.99000e+00   6.74321e-01   2.99000e+00   2.99000e+00   1.42502e-03 
300       3.00000e+00   6.74321e-01   3.00000e+00   3.00000e+00   1.42521e-03 
301       3.01000e+00   6.74321e-01   3.01000e+00   3.01000e+00   1.42539e-03 
302       3.02000e+00   6.74321e-01   3.02000e+00   3.02000e+00   1.42558e-03 
303       3.03000e+00   6.74321e-01   3.03000e+00   3.03000e+00   1.42577e-03 
304       3.04000e+00   6.74321e-01   3.04000e+00   3.04000e+00   1.42595e-03 
305       3.05000e+00   6.74321e-01   3.05000e+00   3.05000e+00   1.42614e-03 
